nodes_count	BTU_count	uptime	runtime	usage	makespan	trace_type	provisioning	application	usecase	storage	platform	xp_id
10	50	163091.18835306168	126829.02738761902	0.7776571418012976	13130.927279949188	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.39
10	50	162482.1268644333	126220.44555282593	0.7768266454201315	12914.768446922302	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.3
10	50	163480.0175127983	127226.80653643608	0.7782407200101744	13274.970611095428	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.40
10	50	163029.58966112137	126763.43162417412	0.7775486148721145	13147.645890951157	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.41
10	50	163119.34065055847	126852.07641935349	0.7776642298420128	13220.80232000351	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.42
10	50	162807.49602007866	126549.31208777428	0.7772941368262752	13074.625243902206	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.43
10	50	163032.3411924839	126762.46422457695	0.7775295582298914	13276.308552980423	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.44
10	50	162616.0475435257	126352.57161617279	0.77699940150343	13116.426747083664	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.45
10	50	163191.83434915543	126953.33002901077	0.7779392304481918	13258.441663980484	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.46
10	50	162978.1721880436	126723.01340794563	0.7775459235224034	12918.165110111237	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.47
10	50	162824.2435708046	126553.74656248093	0.7772414217140131	12989.452960014343	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.48
10	50	162838.0387878418	126566.9902408123	0.7772569062055196	12931.028330087662	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.49
10	50	162877.17981648445	126616.70202898979	0.7773753338045898	13153.94859790802	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.4
10	50	163129.590413332	126881.93874359131	0.7777984265276603	13078.366204023361	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.50
10	50	162902.90923261642	126633.03939557076	0.7773528415919554	13314.981688022614	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.51
10	50	162373.36543250084	126130.92829537392	0.7767956767996348	13112.390448093414	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.52
10	50	163306.87999510765	127040.19341397285	0.7779230943471501	13048.587207078934	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.53
10	50	163161.66780638695	126896.32727885246	0.7777336980241698	13272.749545097351	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.54
10	50	164085.4726920128	127825.53049588203	0.7790179617900093	13488.982032060623	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.55
10	50	162394.67353391647	126159.94707942009	0.7768724449762899	12968.395046949387	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.56
10	50	162759.09338068962	126489.69271183014	0.7771589905331666	12919.911184072495	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.57
10	50	162788.00899219513	126509.31081795692	0.7771414590126378	13113.929800987244	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.58
10	50	163236.8916182518	126983.64166712761	0.7779101917971669	13005.109383106232	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.59
10	50	162879.40780115128	126616.60587763786	0.7773641099691112	12985.108800888062	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.5
10	50	163797.05801677704	127524.97760128975	0.7785547502826815	13184.360372066498	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.60
10	50	163573.71020698547	127326.69905424118	0.7784056428940966	13132.68530511856	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.61
10	50	162879.66548871994	126624.7249276638	0.7774127270443901	13126.45428609848	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.62
10	50	162636.92828536034	126390.52248859406	0.777132990773357	12957.635327100754	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.63
10	50	162719.69479584694	126468.10976314545	0.7772145217075055	12938.673988103867	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.64
10	50	162614.13985061646	126343.94724822044	0.7769554810195768	12913.338835000992	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.65
10	50	162903.68251538277	126643.53668260574	0.7774135902093372	12948.911308050156	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.66
10	50	162655.8465692997	126382.22784519196	0.7769916084224288	12942.85599899292	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.67
10	50	162791.38448166847	126532.40100669861	0.7772671840686207	12886.554822921753	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.68
10	50	163034.04414272308	126771.83030867577	0.7775788852891198	13038.0980219841	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.69
10	50	162863.52574062347	126603.2264494896	0.7773577654896036	13061.99357008934	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.6
10	50	162827.22929000854	126556.83498287201	0.7772461371154574	12892.77027797699	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.70
10	50	162470.98288750648	126228.4623594284	0.7769292714061311	13051.128027915955	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.71
10	50	162806.09019374847	126534.41273760796	0.7772093328144226	13001.720599889755	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.72
10	50	162513.3203341961	126253.36379933357	0.7768800953651263	12994.708724021912	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.73
10	50	162762.31970357895	126496.1483039856	0.7771832481520236	13095.024676084518	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.74
10	50	162739.1715145111	126466.5109937191	0.7771116800999712	13038.691080093384	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.75
10	50	162718.70396208763	126462.87963986397	0.7771871122408213	12996.378071069717	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.76
10	50	162863.78210759163	126591.4302470684	0.7772841119668898	12993.660211086273	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.77
10	50	162661.80419373512	126391.44800806046	0.7770198334793116	12914.802354097366	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.78
10	50	162629.28241610527	126354.28213715553	0.7769466867219147	12961.384608983994	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.79
10	50	162683.7685482502	126431.21965074539	0.7771593981316415	12990.696269989014	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.7
10	50	163342.41792178154	127080.26596045494	0.7779991723969021	12867.368499994278	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.80
10	50	162727.5092394352	126462.08711385727	0.7771401879431619	12997.531692028046	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.81
10	50	162712.50711798668	126445.68676781654	0.7771110470083765	12853.393054008484	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.82
10	50	162465.16941666603	126221.65776920319	0.776915188790337	12879.613462924957	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.83
10	50	162751.432618618	126486.12911510468	0.7771736757089243	13006.703181028366	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.84
10	50	162790.71621418	126512.73114681244	0.7771495456802497	13111.167783021927	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.85
10	50	162570.98710536957	126311.78977704048	0.7769639098960021	12986.115385055542	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.86
10	50	162589.78819084167	126297.80695700645	0.7767880649968184	12995.246032953262	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.87
10	50	164090.04265379906	127816.75743937492	0.778942800990342	13341.699335098267	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.88
10	50	163129.1216366291	126870.94625782967	0.7777332764681667	13059.560533046722	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.89
10	50	162322.93911647797	126055.91729283333	0.7765748820157788	12903.341430902481	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.8
10	50	162835.2655799389	126581.47839641571	0.7773591177905776	13010.245193958282	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.90
10	50	162982.2249996662	126732.70641827583	0.7775860614158101	13103.830970048904	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.91
10	50	162780.01708817482	126529.1541159153	0.7773015163610462	12978.681714057922	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.92
10	50	162498.08265256882	126225.97531986237	0.7767843980642005	12897.615901947021	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.93
10	50	162760.96414589882	126498.71665239334	0.7772055008165224	13031.649739027023	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.94
10	50	162623.18145418167	126356.07781863213	0.7769868765864254	12811.403007984161	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.95
10	50	163100.58140540123	126843.84319758415	0.7777031945845878	13040.733172893524	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.96
10	50	162724.56661319733	126465.99935269356	0.7771782834322011	12962.09590291977	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.97
10	50	163243.77842617035	126971.92722344398	0.7778056134670339	13060.321616888046	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.98
10	50	162449.49804472923	126171.87442398071	0.7766836828836506	12871.311275959015	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.99
10	50	162427.5707461834	126175.19381523132	0.7768089692875992	13075.413933038712	real_xp	asap	omssa	brs	regular1gb	openstack-icps	v4.montecarlo-brs-10.brs.asap.regular1gb.openstack-icps.v5.9
