1715625828,,6251765262,0,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625830,,6251765262,1,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625832,,6251765262,2,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625834,,6251765262,3,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625836,,6251765262,4,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625838,,6251765262,5,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625840,,6251765262,6,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625842,,6251765262,7,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625844,,6251765262,8,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625846,,6251765262,9,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625848,,6251765262,10,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625850,,6251765262,11,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625852,,6251765262,12,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625854,,6251765262,13,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
1715625856,,6251765262,14,,0,JBEMyDFTIiNn1p7tUZhesIz1tAMtFYIahY6oWJP5leQ=,0,0,0.0125,0.006104,1.526e-05,0
